StartDate,EndDate,Status,IPAddress,Progress,Duration_in_seconds,Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,idc,drawnQn,drawnQl,queryString,flips,nMasks,dMask,dComplex_Qn,dComplex_Ql,dComplex_Where,focus,bslnA1,bslnA2,bslnA3,bslnB,cntrQ,dComplex_focus,info_focus_dComplex_dMask,info_dComplex_dMask,trustB,t,answerA1,diffA1,answerA2,diffA2,answerA3,diffA3,answerB,correctB,trustA1,trustA2,trustA3
"28/08/2021 16:12","28/08/2021 16:49","IP Address","197.185.109.207","100","2223","True","28/08/2021 16:49","R_2sXX5i1RHw2dAKw","-26.38110352","27.83760071","anonymous","EN",1,"electricity consumption","gps on","wiper on gte 1","h0v0",13,"hard","E","E","E","WHAT_Ql",12.61,13.31,49.06,-1,433,"E","WHAT_Ql_E_H","E_H","5","198.356","45",-32.39,"15",-1.6899999999999995,"51",-1.9399999999999977,"Agree",0,"4","4","4"
"28/08/2021 16:12","28/08/2021 16:49","IP Address","197.185.109.207","100","2223","True","28/08/2021 16:49","R_2sXX5i1RHw2dAKw","-26.38110352","27.83760071","anonymous","EN",3,"suspension force","radio on","gps on gte 1","h0v0",4,"easy","H","M","M","WHERE",71.62,61.37,40.72,-1,314,"M","WHERE_M_E","M_E","4","142.032","25",46.620000000000005,"25",36.37,"55",-14.280000000000001,"Agree",0,"4","4","4"
"28/08/2021 16:12","28/08/2021 16:49","IP Address","197.185.109.207","100","2223","True","28/08/2021 16:49","R_2sXX5i1RHw2dAKw","-26.38110352","27.83760071","anonymous","EN",2,"suspension force","wiper on","heating on gte 1","h0v0",9,"medium","H","H","M","WHERE",63.49,59.9,73.28,-1,396,"M","WHERE_M_M","M_M","4","211.739","58",5.490000000000002,"58",1.8999999999999986,"70",3.280000000000001,"Disagree",1,"4","4","4"
"28/08/2021 16:12","28/08/2021 16:49","IP Address","197.185.109.207","100","2223","True","28/08/2021 16:49","R_2sXX5i1RHw2dAKw","-26.38110352","27.83760071","anonymous","EN",1,"electricity consumption","gps on","wiper on gte 1","h0v0",13,"hard","E","E","E","WHERE",42.34,42.34,63.22,-1,460,"E","WHERE_E_H","E_H","4","165.298","26",16.340000000000003,"15",27.340000000000003,"70",-6.780000000000001,"Agree",0,"4","4","4"
"28/08/2021 16:11","28/08/2021 16:57","IP Address","78.29.150.125","100","2785","True","28/08/2021 16:57","R_1Fhp7kGBUAazaKg","37.73919678","-25.66169739","anonymous","EN",6,"suspension force","gps on","radio on gte 1","h0v0",5,"easy","H","E","H","WHAT_Qn",57.23,58.15,96.29,-1,268,"H","WHAT_Qn_H_E","H_E","5","214.9","60",-2.770000000000003,"67",-8.850000000000001,"93",3.2900000000000063,"Neither agree nor disagree",0,"4","4","4"
"28/08/2021 16:11","28/08/2021 16:57","IP Address","78.29.150.125","100","2785","True","28/08/2021 16:57","R_1Fhp7kGBUAazaKg","37.73919678","-25.66169739","anonymous","EN",39,"engine temperature","wiper on","heating on gte 1","h0v0",8,"medium","H","M","E","WHAT_Qn",32.21,34.55,71,1,332,"H","WHAT_Qn_H_M","H_M","2","287.969","23",9.21,"29",5.549999999999997,"60",11,"Disagree",0,"1","1","4"
"28/08/2021 16:11","28/08/2021 16:57","IP Address","78.29.150.125","100","2785","True","28/08/2021 16:57","R_1Fhp7kGBUAazaKg","37.73919678","-25.66169739","anonymous","EN",61,"electricity consumption","gps on","wiper on gte 1","h0v0",12,"hard","M","E","M","WHAT_Qn",32.7,42.14,57.77,1,418,"M","WHAT_Qn_M_H","M_H","1","181.863","59",-26.299999999999997,"73",-30.86,"50",7.770000000000003,"Agree",1,"3","3","4"
"28/08/2021 16:11","28/08/2021 16:57","IP Address","78.29.150.125","100","2785","True","28/08/2021 16:57","R_1Fhp7kGBUAazaKg","37.73919678","-25.66169739","anonymous","EN",3,"suspension force","radio on","gps on gte 1","h0v0",4,"easy","H","M","M","WHAT_Ql",40.85,88.41,40.85,1,287,"M","WHAT_Ql_M_E","M_E","5","159.635","38",2.8500000000000014,"85",3.4099999999999966,"40",0.8500000000000014,"Agree",1,"4","4","4"
"28/08/2021 16:11","28/08/2021 16:57","IP Address","78.29.150.125","100","2785","True","28/08/2021 16:57","R_1Fhp7kGBUAazaKg","37.73919678","-25.66169739","anonymous","EN",69,"engine temperature","radio on","wiper on gte 1","h0v0",9,"medium","M","E","E","WHAT_Ql",49.17,72.83,64.81,1,355,"E","WHAT_Ql_E_M","E_M","2","232.474","46",3.1700000000000017,"75",-2.1700000000000017,"60",4.810000000000002,"Disagree",0,"4","4","3"
"28/08/2021 16:11","28/08/2021 16:57","IP Address","78.29.150.125","100","2785","True","28/08/2021 16:57","R_1Fhp7kGBUAazaKg","37.73919678","-25.66169739","anonymous","EN",4,"suspension force","gps on","wiper on gte 1","h0v0",12,"hard","H","E","E","WHAT_Ql",35.49,70.78,56.86,-1,439,"E","WHAT_Ql_E_H","E_H","4","162.01","34",1.490000000000002,"71",-0.21999999999999886,"60",-3.1400000000000006,"Neither agree nor disagree",0,"3","5","3"
"28/08/2021 16:11","28/08/2021 16:57","IP Address","78.29.150.125","100","2785","True","28/08/2021 16:57","R_1Fhp7kGBUAazaKg","37.73919678","-25.66169739","anonymous","EN",69,"engine temperature","radio on","heating on gte 1","h0v0",3,"easy","M","E","E","WHERE",35.8,31.28,17.63,-1,301,"E","WHERE_E_E","E_E","2","213.463","25",10.799999999999997,"35",-3.719999999999999,"18",-0.370000000000001,"Agree",0,"3","1","3"
"28/08/2021 16:11","28/08/2021 16:57","IP Address","78.29.150.125","100","2785","True","28/08/2021 16:57","R_1Fhp7kGBUAazaKg","37.73919678","-25.66169739","anonymous","EN",61,"electricity consumption","gps on","wiper on gte 1","h0v0",8,"medium","M","E","M","WHERE",56.5,56.37,60.43,-1,391,"M","WHERE_M_M","M_M","2","209.141","40",16.5,"35",21.369999999999997,"46",14.43,"Agree",0,"2","2","3"
"28/08/2021 16:11","28/08/2021 16:57","IP Address","78.29.150.125","100","2785","True","28/08/2021 16:57","R_1Fhp7kGBUAazaKg","37.73919678","-25.66169739","anonymous","EN",29,"engine temperature","radio on","wiper on gte 1","h0v0",13,"hard","E","H","E","WHERE",34.95,37.82,54.9,-1,462,"E","WHERE_E_H","E_H","4","359.949","39",-4.049999999999997,"45",-7.18,"50",4.899999999999999,"Disagree",1,"2","3","4"
"28/08/2021 16:12","28/08/2021 17:01","IP Address","201.105.71.132","100","2940","True","28/08/2021 17:01","R_yvX2GbI4sa4vNnj","19.53999329","-96.88909912","anonymous","EN",3,"suspension force","radio on","gps on gte 1","h0v0",4,"easy","H","M","M","WHAT_Qn",30.41,28.94,34.76,-1,260,"H","WHAT_Qn_H_E","H_E","4","243.348","27",3.41,"23",5.940000000000001,"34",0.759999999999998,"Disagree",1,"4","4","4"
"28/08/2021 16:12","28/08/2021 17:01","IP Address","201.105.71.132","100","2940","True","28/08/2021 17:01","R_yvX2GbI4sa4vNnj","19.53999329","-96.88909912","anonymous","EN",3,"suspension force","radio on","wiper on gte 1","h0v0",11,"medium","H","M","M","WHAT_Qn",30.38,28.94,61.84,1,341,"H","WHAT_Qn_H_M","H_M","4","146.184","19",11.379999999999999,"25",3.9400000000000013,"60",1.8400000000000034,"Disagree",0,"3","4","5"
"28/08/2021 16:12","28/08/2021 17:01","IP Address","201.105.71.132","100","2940","True","28/08/2021 17:01","R_yvX2GbI4sa4vNnj","19.53999329","-96.88909912","anonymous","EN",69,"engine temperature","radio on","wiper on gte 1","h0v0",13,"hard","M","E","E","WHAT_Qn",66.83,58.12,63.44,1,409,"M","WHAT_Qn_M_H","M_H","4","135.229","76",-9.170000000000002,"70",-11.880000000000003,"47",16.439999999999998,"Agree",1,"4","4","4"
"28/08/2021 16:12","28/08/2021 17:01","IP Address","201.105.71.132","100","2940","True","28/08/2021 17:01","R_yvX2GbI4sa4vNnj","19.53999329","-96.88909912","anonymous","EN",31,"electricity consumption","gps on","radio on gte 1","h0v0",3,"easy","M","H","E","WHAT_Ql",10.84,16.81,82.52,1,276,"H","WHAT_Ql_H_E","H_E","3","118.658","91",-80.16,"15",1.8099999999999987,"83",-0.480000000000004,"Neither agree nor disagree",0,"5","5","4"
"28/08/2021 16:12","28/08/2021 17:01","IP Address","201.105.71.132","100","2940","True","28/08/2021 17:01","R_yvX2GbI4sa4vNnj","19.53999329","-96.88909912","anonymous","EN",3,"suspension force","radio on","wiper on gte 1","h0v0",9,"medium","H","M","M","WHAT_Ql",60.16,88.41,67.68,-1,368,"M","WHAT_Ql_M_M","M_M","4","147.049","72",-11.840000000000003,"79",9.409999999999997,"67",0.6800000000000068,"Disagree",1,"4","4","4"
"28/08/2021 16:12","28/08/2021 17:01","IP Address","201.105.71.132","100","2940","True","28/08/2021 17:01","R_yvX2GbI4sa4vNnj","19.53999329","-96.88909912","anonymous","EN",68,"fuel consumption","gps on","wiper on gte 1","h0v0",12,"hard","E","M","E","WHAT_Ql",0.54,4.9,49.59,1,434,"M","WHAT_Ql_M_H","M_H","4","134.126","51",-50.46,"5",-0.09999999999999964,"46",3.5900000000000034,"Agree",1,"4","5","4"
"28/08/2021 16:12","28/08/2021 17:01","IP Address","201.105.71.132","100","2940","True","28/08/2021 17:01","R_yvX2GbI4sa4vNnj","19.53999329","-96.88909912","anonymous","EN",38,"electricity consumption","wiper on","radio on gte 1","h0v0",2,"easy","M","E","H","WHERE",74.93,60.93,32.75,-1,319,"H","WHERE_H_E","H_E","4","319.601","40",34.93000000000001,"12",48.93,"35",-2.25,"Disagree",1,"4","5","4"
"28/08/2021 16:12","28/08/2021 17:01","IP Address","201.105.71.132","100","2940","True","28/08/2021 17:01","R_yvX2GbI4sa4vNnj","19.53999329","-96.88909912","anonymous","EN",39,"engine temperature","wiper on","heating on gte 1","h0v0",9,"medium","H","M","E","WHERE",27.58,28.34,58.57,1,386,"E","WHERE_E_M","E_M","5","141.842","5",22.58,"3",25.34,"45",13.57,"Agree",1,"4","4","4"
"28/08/2021 16:12","28/08/2021 17:01","IP Address","201.105.71.132","100","2940","True","28/08/2021 17:01","R_yvX2GbI4sa4vNnj","19.53999329","-96.88909912","anonymous","EN",32,"suspension force","radio on","wiper on gte 1","h0v0",13,"hard","E","M","M","WHERE",25.14,26.76,54.14,1,470,"M","WHERE_M_H","M_H","5","354.331","29",-3.8599999999999994,"24",2.7600000000000016,"46",8.14,"Agree",1,"4","4","4"
"28/08/2021 17:15","28/08/2021 17:36","IP Address","85.246.82.235","100","1278","True","28/08/2021 17:36","R_2WOlfL5qsi9jLyI","38.71029663","-9.380996704","anonymous","EN",54,"suspension force","radio on","gps on gte 1","h0v0",3,"easy","E","H","M","WHAT_Qn",88.91,64.78,24.59,1,255,"E","WHAT_Qn_E_E","E_E","5","45.03","55",33.91,"40",24.78,"20",4.59,"Agree",1,"5","4","5"
"28/08/2021 17:15","28/08/2021 17:36","IP Address","85.246.82.235","100","1278","True","28/08/2021 17:36","R_2WOlfL5qsi9jLyI","38.71029663","-9.380996704","anonymous","EN",47,"suspension force","wiper on","heating on gte 1","h0v0",11,"medium","M","M","H","WHAT_Qn",28.16,34.38,66.28,1,347,"M","WHAT_Qn_M_M","M_M","5","63.705","15",13.16,"20",14.380000000000003,"56",10.280000000000001,"Neither agree nor disagree",0,"4","3","4"
"28/08/2021 17:15","28/08/2021 17:36","IP Address","85.246.82.235","100","1278","True","28/08/2021 17:36","R_2WOlfL5qsi9jLyI","38.71029663","-9.380996704","anonymous","EN",38,"electricity consumption","wiper on","heating on gte 1","h0v0",15,"hard","M","E","H","WHAT_Qn",56.71,51.93,61.99,1,427,"M","WHAT_Qn_M_H","M_H","5","119.947","55",1.7100000000000009,"50",1.9299999999999997,"65",-3.009999999999998,"Agree",1,"4","4","3"
"28/08/2021 17:15","28/08/2021 17:36","IP Address","85.246.82.235","100","1278","True","28/08/2021 17:36","R_2WOlfL5qsi9jLyI","38.71029663","-9.380996704","anonymous","EN",29,"engine temperature","radio on","wiper on gte 1","h0v0",3,"easy","E","H","E","WHAT_Ql",5.14,5.14,73.86,-1,273,"H","WHAT_Ql_H_E","H_E","5","45.906","6",-0.8600000000000003,"6",-0.8600000000000003,"70",3.8599999999999994,"Disagree",1,"5","5","5"
"28/08/2021 17:15","28/08/2021 17:36","IP Address","85.246.82.235","100","1278","True","28/08/2021 17:36","R_2WOlfL5qsi9jLyI","38.71029663","-9.380996704","anonymous","EN",6,"suspension force","gps on","wiper on gte 1","h0v0",11,"medium","H","E","H","WHAT_Ql",52.03,92.29,53.1,1,376,"E","WHAT_Ql_E_M","E_M","5","60.693","43",9.030000000000001,"92",0.29000000000000625,"51",2.1000000000000014,"Neither agree nor disagree",0,"3","5","2"
"28/08/2021 17:15","28/08/2021 17:36","IP Address","85.246.82.235","100","1278","True","28/08/2021 17:36","R_2WOlfL5qsi9jLyI","38.71029663","-9.380996704","anonymous","EN",69,"engine temperature","radio on","wiper on gte 1","h0v0",11,"hard","M","E","E","WHAT_Ql",46.91,72.83,57.61,1,436,"E","WHAT_Ql_E_H","E_H","3","113.413","45",1.9099999999999966,"70",2.8299999999999983,"61",-3.3900000000000006,"Agree",1,"3","5","4"
"28/08/2021 17:15","28/08/2021 17:36","IP Address","85.246.82.235","100","1278","True","28/08/2021 17:36","R_2WOlfL5qsi9jLyI","38.71029663","-9.380996704","anonymous","EN",47,"suspension force","wiper on","radio on gte 1","h0v0",3,"easy","M","M","H","WHERE",65.5,64.81,96,-1,320,"H","WHERE_H_E","H_E","3","48.573","36",29.5,"34",30.810000000000002,"95",1,"Agree",0,"0","0","5"
"28/08/2021 17:15","28/08/2021 17:36","IP Address","85.246.82.235","100","1278","True","28/08/2021 17:36","R_2WOlfL5qsi9jLyI","38.71029663","-9.380996704","anonymous","EN",68,"fuel consumption","gps on","wiper on gte 1","h0v0",9,"medium","E","M","E","WHERE",41.95,41.24,57.09,-1,380,"E","WHERE_E_M","E_M","3","38.967","20",21.950000000000003,"25",16.240000000000002,"48",9.090000000000003,"Neither agree nor disagree",0,"1","1","4"
"28/08/2021 17:15","28/08/2021 17:36","IP Address","85.246.82.235","100","1278","True","28/08/2021 17:36","R_2WOlfL5qsi9jLyI","38.71029663","-9.380996704","anonymous","EN",31,"electricity consumption","gps on","wiper on gte 1","h0v0",13,"hard","M","H","E","WHERE",46.46,45.32,66.58,1,465,"E","WHERE_E_H","E_H","3","78.072","20",26.46,"20",25.32,"55",11.579999999999998,"Disagree",0,"0","0","4"
