StartDate,EndDate,Status,IPAddress,Progress,Duration_in_seconds,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,idc,drawnQn,drawnQl,queryString,flips,nMasks,dMask,dComplex_Qn,dComplex_Ql,dComplex_Where,focus,bslnA1,bslnA2,bslnA3,bslnB,cntrQ,dComplex_focus,info_focus_dComplex_dMask,info_dComplex_dMask,trustB,t,answerA1,diffA1,answerA2,diffA2,answerA3,diffA3,answerB,correctB,trustA1,trustA2,trustA3,uniqueCntrQuestion
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",34,"suspension force","gps on","wiper on gte 1","h0v0",6,"medium","E","H","H","WHAT_Ql",4.19,21.44,25.17,1,443,"H","WHAT_Ql_H_M","H_M","Rate your level of confidence in your answer","Timing - Page Submit","For how long are both the gps  on and the wiper  on? - Time",null,"For how long is the gps  on? - Time",null,"For what percentage of the time displayed is the wiper  on? - Percentage",null,"The gps switches less frequently while the wiper is  on than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",145
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",31,"electricity consumption","gps on","wiper on gte 1","h0v0",5,"medium","M","H","E","WHAT_Ql",22.78,58.62,37.61,-1,444,"H","WHAT_Ql_H_M","H_M","Rate your level of confidence in your answer","Timing - Page Submit","For how long are both the gps  on and the wiper  on? - Time",null,"For how long is the gps  on? - Time",null,"For what percentage of the time displayed is the wiper  on? - Percentage",null,"The gps switches less frequently while the wiper is  on than at other times.",1,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",146
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",22,"electricity consumption","radio on","wiper on gte 1","h0v0",6,"medium","M","H","M","WHAT_Ql",10.47,44.15,17.8,1,445,"H","WHAT_Ql_H_M","H_M","Rate your level of confidence in your answer","Timing - Page Submit","For how long are both the radio  on and the wiper  on? - Time",null,"For how long is the radio  on? - Time",null,"For what percentage of the time displayed is the wiper  on? - Percentage",null,"The radio switches less frequently while the wiper is  on than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",147
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",20,"electricity consumption","radio on","wiper on gte 1","h0v0",6,"medium","M","H","H","WHAT_Ql",20.89,65.7,26.15,1,446,"H","WHAT_Ql_H_M","H_M","Rate your level of confidence in your answer","Timing - Page Submit","For how long are both the radio  on and the wiper  on? - Time",null,"For how long is the radio  on? - Time",null,"For what percentage of the time displayed is the wiper  on? - Percentage",null,"The radio switches less frequently while the wiper is  on than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",148
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",33,"engine temperature","gps on","wiper on gte 1","h0v0",6,"medium","H","H","E","WHAT_Ql",4.89,19.81,25.4,1,447,"H","WHAT_Ql_H_M","H_M","Rate your level of confidence in your answer","Timing - Page Submit","For how long are both the gps  on and the wiper  on? - Time",null,"For how long is the gps  on? - Time",null,"For what percentage of the time displayed is the wiper  on? - Percentage",null,"The gps switches less frequently while the wiper is  on than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",149
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",2,"suspension force","wiper on","gps on gte 1","h0v0",6,"medium","H","H","M","WHAT_Ql",6.36,28.33,15.9,-1,448,"H","WHAT_Ql_H_M","H_M","Rate your level of confidence in your answer","Timing - Page Submit","For how long are both the wiper  on and the gps  on? - Time",null,"For how long is the wiper  on? - Time",null,"For what percentage of the time displayed is the gps  on? - Percentage",null,"The wiper switches less frequently while the gps is  on than at other times.",1,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",150
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",67,"electricity consumption","wiper on","gps on gte 1","h0v0",6,"medium","H","H","H","WHAT_Ql",13.51,21.24,47.42,-1,449,"H","WHAT_Ql_H_M","H_M","Rate your level of confidence in your answer","Timing - Page Submit","For how long are both the wiper  on and the gps  on? - Time",null,"For how long is the wiper  on? - Time",null,"For what percentage of the time displayed is the gps  on? - Percentage",null,"The wiper switches less frequently while the gps is  on than at other times.",1,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",151
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",29,"engine temperature","radio on","wiper on gte 1","h0v0",6,"medium","E","H","E","WHAT_Ql",16.46,71.6,24.69,1,450,"H","WHAT_Ql_H_M","H_M","Rate your level of confidence in your answer","Timing - Page Submit","For how long are both the radio  on and the wiper  on? - Time",null,"For how long is the radio  on? - Time",null,"For what percentage of the time displayed is the wiper  on? - Percentage",null,"The radio switches less frequently while the wiper is  on than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",152
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",54,"suspension force","radio on","wiper on gte 1","h0v0",9,"hard","E","H","M","WHAT_Ql",6.86,33.47,26.19,1,451,"H","WHAT_Ql_H_H","H_H","Rate your level of confidence in your answer","Timing - Page Submit","For how long are both the radio  on and the Fuel consumption greater than 92? - Time",null,"For how long is the radio  on? - Time",null,"For what percentage of the time displayed is the Fuel consumption greater than 92? - Percentage",null,"The radio switches less frequently while the Fuel consumption is greater than 92 than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",153
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",34,"suspension force","gps on","wiper on gte 1","h0v0",9,"hard","E","H","H","WHAT_Ql",5.12,21.44,17.71,1,452,"H","WHAT_Ql_H_H","H_H","Rate your level of confidence in your answer","Timing - Page Submit","For how long are both the gps  on and the wiper  on? - Time",null,"For how long is the gps  on? - Time",null,"For what percentage of the time displayed is the wiper  on? - Percentage",null,"The gps switches less frequently while the wiper is  on than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",154
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",31,"electricity consumption","gps on","wiper on gte 1","h0v0",9,"hard","M","H","E","WHAT_Ql",8.84,58.62,15.04,-1,453,"H","WHAT_Ql_H_H","H_H","Rate your level of confidence in your answer","Timing - Page Submit","For how long are both the gps  on and the Suspension force greater than 5? - Time",null,"For how long is the gps  on? - Time",null,"For what percentage of the time displayed is the Suspension force greater than 5? - Percentage",null,"The gps switches less frequently while the Suspension force is greater than 5 than at other times.",1,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",155
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",22,"electricity consumption","radio on","wiper on gte 1","h0v0",8,"hard","M","H","M","WHAT_Ql",6.98,44.15,21.11,-1,454,"H","WHAT_Ql_H_H","H_H","Rate your level of confidence in your answer","Timing - Page Submit","For how long are both the radio  on and the wiper  on? - Time",null,"For how long is the radio  on? - Time",null,"For what percentage of the time displayed is the wiper  on? - Percentage",null,"The radio switches less frequently while the wiper is  on than at other times.",1,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",156
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",20,"electricity consumption","radio on","wiper on gte 1","h0v0",9,"hard","M","H","H","WHAT_Ql",14.35,65.7,26.79,1,455,"H","WHAT_Ql_H_H","H_H","Rate your level of confidence in your answer","Timing - Page Submit","For how long are both the radio  on and the wiper  on? - Time",null,"For how long is the radio  on? - Time",null,"For what percentage of the time displayed is the wiper  on? - Percentage",null,"The radio switches less frequently while the wiper is  on than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",157
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",33,"engine temperature","gps on","wiper on gte 1","h0v0",8,"hard","H","H","E","WHAT_Ql",10.02,19.81,30.06,1,456,"H","WHAT_Ql_H_H","H_H","Rate your level of confidence in your answer","Timing - Page Submit","For how long are both the gps  on and the wiper  on? - Time",null,"For how long is the gps  on? - Time",null,"For what percentage of the time displayed is the wiper  on? - Percentage",null,"The gps switches less frequently while the wiper is  on than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",158
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",2,"suspension force","wiper on","gps on gte 1","h0v0",9,"hard","H","H","M","WHAT_Ql",8.03,28.33,23.18,-1,457,"H","WHAT_Ql_H_H","H_H","Rate your level of confidence in your answer","Timing - Page Submit","For how long are both the wiper  on and the gps  on? - Time",null,"For how long is the wiper  on? - Time",null,"For what percentage of the time displayed is the gps  on? - Percentage",null,"The wiper switches less frequently while the gps is  on than at other times.",1,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",159
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",67,"electricity consumption","wiper on","gps on gte 1","h0v0",9,"hard","H","H","H","WHAT_Ql",1.93,21.24,13.73,1,458,"H","WHAT_Ql_H_H","H_H","Rate your level of confidence in your answer","Timing - Page Submit","For how long are both the wiper  on and the gps  on? - Time",null,"For how long is the wiper  on? - Time",null,"For what percentage of the time displayed is the gps  on? - Percentage",null,"The wiper switches less frequently while the gps is  on than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",160
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",29,"engine temperature","radio on","wiper on gte 1","h0v0",8,"hard","E","H","E","WHAT_Ql",20.98,71.6,36,1,459,"H","WHAT_Ql_H_H","H_H","Rate your level of confidence in your answer","Timing - Page Submit","For how long are both the radio  on and the wiper  on? - Time",null,"For how long is the radio  on? - Time",null,"For what percentage of the time displayed is the wiper  on? - Percentage",null,"The radio switches less frequently while the wiper is  on than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",161
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",68,"fuel consumption","gps on","wiper on gte 1","h0v0",3,"easy","E","M","E","WHERE",14.84,16.08,24.17,1,298,"E","WHERE_E_E","E_E","Rate your level of confidence in your answer","Timing - Page Submit","What is the average distance between the trajectory and the point of interest while the car is on a paved road? - Average distance",null,"What is the average distance between the trajectory and the point of interest? - Average distance",null,"For what percentage of the time displayed is the car is on a paved road? - Percentage",null,"The distance between the trajectory and the point of interest is more stable while the car is on a paved road than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",162
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",29,"engine temperature","radio on","wiper on gte 1","h0v0",3,"easy","E","H","E","WHERE",21.2,14.86,40.21,-1,299,"E","WHERE_E_E","E_E","Rate your level of confidence in your answer","Timing - Page Submit","What is the average distance between the trajectory and the point of interest while the wiper is  on? - Average distance",null,"What is the average distance between the trajectory and the point of interest? - Average distance",null,"For what percentage of the time displayed is the wiper is  on? - Percentage",null,"The distance between the trajectory and the point of interest is more stable while the wiper is  on than at other times.",1,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",163
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",69,"engine temperature","radio on","wiper on gte 1","h0v0",3,"easy","M","E","E","WHERE",23.43,16.02,14.39,1,300,"E","WHERE_E_E","E_E","Rate your level of confidence in your answer","Timing - Page Submit","What is the average distance between the trajectory and the point of interest while the wiper is  on? - Average distance",null,"What is the average distance between the trajectory and the point of interest? - Average distance",null,"For what percentage of the time displayed is the wiper is  on? - Percentage",null,"The distance between the trajectory and the point of interest is more stable while the wiper is  on than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",164
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",14,"engine temperature","gps on","wiper on gte 1","h0v0",3,"easy","M","M","E","WHERE",22.14,20.1,8.55,-1,301,"E","WHERE_E_E","E_E","Rate your level of confidence in your answer","Timing - Page Submit","What is the average distance between the trajectory and the point of interest while the wiper is  on? - Average distance",null,"What is the average distance between the trajectory and the point of interest? - Average distance",null,"For what percentage of the time displayed is the wiper is  on? - Percentage",null,"The distance between the trajectory and the point of interest is more stable while the wiper is  on than at other times.",1,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",165
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",31,"electricity consumption","gps on","wiper on gte 1","h0v0",3,"easy","M","H","E","WHERE",24.55,18.79,39.28,-1,302,"E","WHERE_E_E","E_E","Rate your level of confidence in your answer","Timing - Page Submit","What is the average distance between the trajectory and the point of interest while the wiper is  on? - Average distance",null,"What is the average distance between the trajectory and the point of interest? - Average distance",null,"For what percentage of the time displayed is the wiper is  on? - Percentage",null,"The distance between the trajectory and the point of interest is more stable while the wiper is  on than at other times.",1,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",166
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",4,"suspension force","gps on","wiper on gte 1","h0v0",3,"easy","H","E","E","WHERE",22.82,19.96,12.29,-1,303,"E","WHERE_E_E","E_E","Rate your level of confidence in your answer","Timing - Page Submit","What is the average distance between the trajectory and the point of interest while the Fuel consumption is greater than 61? - Average distance",null,"What is the average distance between the trajectory and the point of interest? - Average distance",null,"For what percentage of the time displayed is the Fuel consumption is greater than 61? - Percentage",null,"The distance between the trajectory and the point of interest is more stable while the Fuel consumption is greater than 61 than at other times.",1,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",167
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",39,"engine temperature","wiper on","gps on gte 1","h0v0",3,"easy","H","M","E","WHERE",9.61,15.73,11.03,1,304,"E","WHERE_E_E","E_E","Rate your level of confidence in your answer","Timing - Page Submit","What is the average distance between the trajectory and the point of interest while the gps is  on? - Average distance",null,"What is the average distance between the trajectory and the point of interest? - Average distance",null,"For what percentage of the time displayed is the gps is  on? - Percentage",null,"The distance between the trajectory and the point of interest is more stable while the gps is  on than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",168
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",33,"engine temperature","gps on","wiper on gte 1","h0v0",3,"easy","H","H","E","WHERE",14.58,18.52,14.46,-1,305,"E","WHERE_E_E","E_E","Rate your level of confidence in your answer","Timing - Page Submit","What is the average distance between the trajectory and the point of interest while the wiper is  on? - Average distance",null,"What is the average distance between the trajectory and the point of interest? - Average distance",null,"For what percentage of the time displayed is the wiper is  on? - Percentage",null,"The distance between the trajectory and the point of interest is more stable while the wiper is  on than at other times.",1,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",169
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",1,"electricity consumption","gps on","wiper on gte 1","h0v0",3,"easy","E","E","E","WHERE",12.11,15.53,19.75,1,306,"E","WHERE_E_E","E_E","Rate your level of confidence in your answer","Timing - Page Submit","What is the average distance between the trajectory and the point of interest while the wiper is  on? - Average distance",null,"What is the average distance between the trajectory and the point of interest? - Average distance",null,"For what percentage of the time displayed is the wiper is  on? - Percentage",null,"The distance between the trajectory and the point of interest is more stable while the wiper is  on than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",170
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",68,"fuel consumption","gps on","wiper on gte 1","h0v0",5,"medium","E","M","E","WHERE",11.47,16.08,21.85,1,307,"E","WHERE_E_M","E_M","Rate your level of confidence in your answer","Timing - Page Submit","What is the average distance between the trajectory and the point of interest while the car is on a paved road? - Average distance",null,"What is the average distance between the trajectory and the point of interest? - Average distance",null,"For what percentage of the time displayed is the car is on a paved road? - Percentage",null,"The distance between the trajectory and the point of interest is more stable while the car is on a paved road than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",171
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",29,"engine temperature","radio on","wiper on gte 1","h0v0",6,"medium","E","H","E","WHERE",13.84,14.86,51.74,-1,308,"E","WHERE_E_M","E_M","Rate your level of confidence in your answer","Timing - Page Submit","What is the average distance between the trajectory and the point of interest while the wiper is  on? - Average distance",null,"What is the average distance between the trajectory and the point of interest? - Average distance",null,"For what percentage of the time displayed is the wiper is  on? - Percentage",null,"The distance between the trajectory and the point of interest is more stable while the wiper is  on than at other times.",1,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",172
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",69,"engine temperature","radio on","wiper on gte 1","h0v0",6,"medium","M","E","E","WHERE",15.57,16.02,33.76,1,309,"E","WHERE_E_M","E_M","Rate your level of confidence in your answer","Timing - Page Submit","What is the average distance between the trajectory and the point of interest while the wiper is  on? - Average distance",null,"What is the average distance between the trajectory and the point of interest? - Average distance",null,"For what percentage of the time displayed is the wiper is  on? - Percentage",null,"The distance between the trajectory and the point of interest is more stable while the wiper is  on than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",173
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",14,"engine temperature","gps on","wiper on gte 1","h0v0",6,"medium","M","M","E","WHERE",17.93,20.1,25.13,1,310,"E","WHERE_E_M","E_M","Rate your level of confidence in your answer","Timing - Page Submit","What is the average distance between the trajectory and the point of interest while the Fuel consumption is greater than 59? - Average distance",null,"What is the average distance between the trajectory and the point of interest? - Average distance",null,"For what percentage of the time displayed is the Fuel consumption is greater than 59? - Percentage",null,"The distance between the trajectory and the point of interest is more stable while the Fuel consumption is greater than 59 than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",174
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",31,"electricity consumption","gps on","wiper on gte 1","h0v0",6,"medium","M","H","E","WHERE",21.62,18.79,47.32,-1,311,"E","WHERE_E_M","E_M","Rate your level of confidence in your answer","Timing - Page Submit","What is the average distance between the trajectory and the point of interest while the wiper is  on? - Average distance",null,"What is the average distance between the trajectory and the point of interest? - Average distance",null,"For what percentage of the time displayed is the wiper is  on? - Percentage",null,"The distance between the trajectory and the point of interest is more stable while the wiper is  on than at other times.",1,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",175
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",4,"suspension force","gps on","wiper on gte 1","h0v0",6,"medium","H","E","E","WHERE",17.67,19.96,15.02,-1,312,"E","WHERE_E_M","E_M","Rate your level of confidence in your answer","Timing - Page Submit","What is the average distance between the trajectory and the point of interest while the wiper is  on? - Average distance",null,"What is the average distance between the trajectory and the point of interest? - Average distance",null,"For what percentage of the time displayed is the wiper is  on? - Percentage",null,"The distance between the trajectory and the point of interest is more stable while the wiper is  on than at other times.",1,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",176
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",39,"engine temperature","wiper on","gps on gte 1","h0v0",6,"medium","H","M","E","WHERE",14.03,15.73,24.08,1,313,"E","WHERE_E_M","E_M","Rate your level of confidence in your answer","Timing - Page Submit","What is the average distance between the trajectory and the point of interest while the gps is  on? - Average distance",null,"What is the average distance between the trajectory and the point of interest? - Average distance",null,"For what percentage of the time displayed is the gps is  on? - Percentage",null,"The distance between the trajectory and the point of interest is more stable while the gps is  on than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",177
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",33,"engine temperature","gps on","wiper on gte 1","h0v0",6,"medium","H","H","E","WHERE",16.62,18.52,17.61,1,314,"E","WHERE_E_M","E_M","Rate your level of confidence in your answer","Timing - Page Submit","What is the average distance between the trajectory and the point of interest while the wiper is  on? - Average distance",null,"What is the average distance between the trajectory and the point of interest? - Average distance",null,"For what percentage of the time displayed is the wiper is  on? - Percentage",null,"The distance between the trajectory and the point of interest is more stable while the wiper is  on than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",178
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",1,"electricity consumption","gps on","wiper on gte 1","h0v0",6,"medium","E","E","E","WHERE",15.41,15.53,22.49,1,315,"E","WHERE_E_M","E_M","Rate your level of confidence in your answer","Timing - Page Submit","What is the average distance between the trajectory and the point of interest while the wiper is  on? - Average distance",null,"What is the average distance between the trajectory and the point of interest? - Average distance",null,"For what percentage of the time displayed is the wiper is  on? - Percentage",null,"The distance between the trajectory and the point of interest is more stable while the wiper is  on than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",179
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language",68,"fuel consumption","gps on","wiper on gte 1","h0v0",8,"hard","E","M","E","WHERE",17.28,16.08,34.43,1,316,"E","WHERE_E_H","E_H","Rate your level of confidence in your answer","Timing - Page Submit","What is the average distance between the trajectory and the point of interest while the wiper is  on? - Average distance",null,"What is the average distance between the trajectory and the point of interest? - Average distance",null,"For what percentage of the time displayed is the wiper is  on? - Percentage",null,"The distance between the trajectory and the point of interest is more stable while the wiper is  on than at other times.",0,"Rate your level of confidence in your answer","Rate your level of confidence in your answer","Rate your level of confidence in your answer",180
