StartDate,EndDate,Status,IPAddress,Progress,Duration_in_seconds,Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,idc,drawnQn,drawnQl,queryString,flips,nMasks,dMask,dComplex_Qn,dComplex_Ql,dComplex_Where,focus,bslnA1,bslnA2,bslnA3,bslnB,cntrQ,dComplex_focus,info_focus_dComplex_dMask,info_dComplex_dMask,trustB,t,answerA1,diffA1,answerA2,diffA2,answerA3,diffA3,answerB,correctB,trustA1,trustA2,trustA3,uniqueCntrQuestion,flip
13/11/2021 22:46,13/11/2021 23:15,IP Address,60.234.100.246,100,1740,True,13/11/2021 23:15,R_2VxpbS7iW8IPpRz,-37.78370667,175.2824097,anonymous,EN,39,engine temperature,wiper on,gps on gte 1,h1v1,6,medium,H,M,E,WHAT_Ql,16.28,72.51,18.06,-1,123,M,WHAT_Ql_M_M,M_M,3,160.62,15,1.28,77,-4.49,15,3.06,Neither agree nor disagree,0,5,5,5,238,nf
13/11/2021 22:46,13/11/2021 23:15,IP Address,60.234.100.246,100,1740,True,13/11/2021 23:15,R_2VxpbS7iW8IPpRz,-37.78370667,175.2824097,anonymous,EN,22,electricity consumption,radio on,wiper on gte 1,h1v1,3,easy,M,H,M,WHAT_Ql,10.99,44.15,19.54,-1,193,H,WHAT_Ql_H_E,H_E,1,132.142,3,7.99,41,3.15,7,12.54,Neither agree nor disagree,0,4,4,4,239,nf
13/11/2021 22:46,13/11/2021 23:15,IP Address,60.234.100.246,100,1740,True,13/11/2021 23:15,R_2VxpbS7iW8IPpRz,-37.78370667,175.2824097,anonymous,EN,68,fuel consumption,gps on,wiper on gte 1,h1v1,6,medium,E,M,E,WHERE,11.98,16.08,38.74,1,64,E,WHERE_E_M,E_M,4,149.497,10,1.98,16,0.08,20,18.74,Neither agree nor disagree,0,3,2,4,240,nf
13/11/2021 22:46,13/11/2021 23:15,IP Address,60.234.100.246,100,1740,True,13/11/2021 23:15,R_2VxpbS7iW8IPpRz,-37.78370667,175.2824097,anonymous,EN,54,suspension force,radio on,wiper on gte 1,h1v1,9,hard,E,H,M,WHERE,27.19,26.37,32.14,1,155,M,WHERE_M_H,M_H,1,98.526,35,-7.81,30,-3.63,25,7.14,Neither agree nor disagree,0,3,2,4,241,nf
13/11/2021 22:46,13/11/2021 23:15,IP Address,60.234.100.246,100,1740,True,13/11/2021 23:15,R_2VxpbS7iW8IPpRz,-37.78370667,175.2824097,anonymous,EN,64,engine temperature,gps on,wiper on gte 1,h1v1,5,medium,E,E,H,WHERE,39.52,35.45,30.11,1,234,H,WHERE_H_M,H_M,1,143.297,35,4.52,40,-4.55,20,10.11,Disagree,0,3,3,4,242,nf
13/11/2021 22:34,13/11/2021 23:20,IP Address,197.185.100.128,100,2759,True,13/11/2021 23:20,R_YY1OPNEjaHrD0Xf,-26.38110352,27.83760071,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h1v1,9,hard,E,H,E,WHAT_Qn,32.38,34.69,24.06,-1,24,E,WHAT_Qn_E_H,E_H,2,253.939,70,-37.62,40,-5.31,30,-5.94,Agree,0,2,3,4,243,nf
13/11/2021 22:34,13/11/2021 23:20,IP Address,197.185.100.128,100,2759,True,13/11/2021 23:20,R_YY1OPNEjaHrD0Xf,-26.38110352,27.83760071,anonymous,EN,38,electricity consumption,wiper on,gps on gte 1,h1v1,9,hard,M,E,H,WHAT_Qn,33.55,37.06,38.52,1,101,M,WHAT_Qn_M_H,M_H,0,190.491,51,-17.45,61,-23.94,20,18.52,Neither agree nor disagree,0,4,3,4,244,nf
13/11/2021 22:34,13/11/2021 23:20,IP Address,197.185.100.128,100,2759,True,13/11/2021 23:20,R_YY1OPNEjaHrD0Xf,-26.38110352,27.83760071,anonymous,EN,12,suspension force,gps on,wiper on gte 1,h1v1,3,easy,H,M,H,WHAT_Qn,26.94,23.06,18.81,1,167,H,WHAT_Qn_H_E,H_E,3,262.411,35,-8.06,45,-21.94,40,-21.19,Disagree,0,4,2,4,245,nf
13/11/2021 22:34,13/11/2021 23:20,IP Address,197.185.100.128,100,2759,True,13/11/2021 23:20,R_YY1OPNEjaHrD0Xf,-26.38110352,27.83760071,anonymous,EN,64,engine temperature,gps on,wiper on gte 1,h1v1,3,easy,E,E,H,WHAT_Ql,5.69,18.69,43.69,1,29,E,WHAT_Ql_E_E,E_E,5,138.954,9,-3.31,18,0.69,26,17.69,Disagree,0,4,5,4,246,nf
13/11/2021 22:34,13/11/2021 23:20,IP Address,197.185.100.128,100,2759,True,13/11/2021 23:20,R_YY1OPNEjaHrD0Xf,-26.38110352,27.83760071,anonymous,EN,39,engine temperature,wiper on,gps on gte 1,h1v1,9,hard,H,M,E,WHAT_Ql,9.92,72.51,24.17,-1,132,M,WHAT_Ql_M_H,M_H,5,194.738,21,-11.08,76,-3.49,21,3.17,Disagree,1,5,4,5,247,nf
13/11/2021 22:34,13/11/2021 23:20,IP Address,197.185.100.128,100,2759,True,13/11/2021 23:20,R_YY1OPNEjaHrD0Xf,-26.38110352,27.83760071,anonymous,EN,33,engine temperature,gps on,wiper on gte 1,h1v1,3,easy,H,H,E,WHAT_Ql,10.95,19.81,43.12,-1,195,H,WHAT_Ql_H_E,H_E,4,181.014,13,-2.05,21,-1.19,35,8.12,Agree,0,5,5,4,248,nf
13/11/2021 22:34,13/11/2021 23:20,IP Address,197.185.100.128,100,2759,True,13/11/2021 23:20,R_YY1OPNEjaHrD0Xf,-26.38110352,27.83760071,anonymous,EN,14,engine temperature,gps on,wiper on gte 1,h1v1,9,hard,M,M,E,WHERE,19.61,20.1,25.4,1,76,E,WHERE_E_H,E_H,2,134.684,55,-35.39,29,-8.9,26,-0.6,Neither agree nor disagree,0,0,0,4,249,nf
13/11/2021 22:34,13/11/2021 23:20,IP Address,197.185.100.128,100,2759,True,13/11/2021 23:20,R_YY1OPNEjaHrD0Xf,-26.38110352,27.83760071,anonymous,EN,63,engine temperature,gps on,wiper on gte 1,h1v1,9,hard,E,E,M,WHERE,19.13,21.15,37.23,-1,162,M,WHERE_M_H,M_H,3,163.211,28,-8.87,21,0.15,72,-34.77,Neither agree nor disagree,0,1,0,3,250,nf
13/11/2021 22:34,13/11/2021 23:20,IP Address,197.185.100.128,100,2759,True,13/11/2021 23:20,R_YY1OPNEjaHrD0Xf,-26.38110352,27.83760071,anonymous,EN,34,suspension force,gps on,wiper on gte 1,h1v1,9,hard,E,H,H,WHERE,28.77,28.05,34.16,1,236,H,WHERE_H_H,H_H,2,159.711,71,-42.23,58,-29.95,22,12.16,Neither agree nor disagree,0,2,1,4,251,nf
13/11/2021 22:53,13/11/2021 23:21,IP Address,77.75.244.140,100,1629,True,13/11/2021 23:21,R_2YP81MKXsRp4Id0,53.3381958,-6.259094238,anonymous,EN,68,fuel consumption,gps on,wiper on gte 1,h1v1,3,easy,E,M,E,WHAT_Qn,42.89,43.35,46.53,1,3,E,WHAT_Qn_E_E,E_E,3,112.658,45,-2.11,41,2.35,18,28.53,Disagree,0,4,3,4,252,nf
13/11/2021 22:53,13/11/2021 23:21,IP Address,77.75.244.140,100,1629,True,13/11/2021 23:21,R_2YP81MKXsRp4Id0,53.3381958,-6.259094238,anonymous,EN,14,engine temperature,gps on,wiper on gte 1,h1v1,9,hard,M,M,E,WHAT_Qn,20.31,23.96,30.13,-1,102,M,WHAT_Qn_M_H,M_H,2,59.157,24,-3.69,13,10.96,9,21.13,Disagree,1,4,3,3,253,nf
13/11/2021 22:53,13/11/2021 23:21,IP Address,77.75.244.140,100,1629,True,13/11/2021 23:21,R_2YP81MKXsRp4Id0,53.3381958,-6.259094238,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h1v1,9,hard,H,H,H,WHAT_Qn,54.4,56.78,29.84,-1,188,H,WHAT_Qn_H_H,H_H,3,68.84,55,-0.6,60,-3.22,11,18.84,Agree,0,4,4,2,254,nf
13/11/2021 22:53,13/11/2021 23:21,IP Address,77.75.244.140,100,1629,True,13/11/2021 23:21,R_2YP81MKXsRp4Id0,53.3381958,-6.259094238,anonymous,EN,6,suspension force,gps on,wiper on gte 1,h1v1,3,easy,H,E,H,WHAT_Ql,12.84,51.6,22.26,-1,35,E,WHAT_Ql_E_E,E_E,2,70.061,15,-2.16,52,-0.4,15,7.26,Agree,0,4,5,3,255,nf
13/11/2021 22:53,13/11/2021 23:21,IP Address,77.75.244.140,100,1629,True,13/11/2021 23:21,R_2YP81MKXsRp4Id0,53.3381958,-6.259094238,anonymous,EN,68,fuel consumption,gps on,wiper on gte 1,h1v1,3,easy,E,M,E,WHAT_Ql,16.34,46.04,35.69,1,117,M,WHAT_Ql_M_E,M_E,1,175.765,4,12.34,42,4.04,14,21.69,Neither agree nor disagree,0,2,3,4,256,nf
13/11/2021 22:53,13/11/2021 23:21,IP Address,77.75.244.140,100,1629,True,13/11/2021 23:21,R_2YP81MKXsRp4Id0,53.3381958,-6.259094238,anonymous,EN,33,engine temperature,gps on,wiper on gte 1,h1v1,6,medium,H,H,E,WHAT_Ql,9.09,19.81,41.25,-1,204,H,WHAT_Ql_H_M,H_M,3,61.994,34,-24.91,24,-4.19,24,17.25,Disagree,1,3,3,2,257,nf
13/11/2021 22:53,13/11/2021 23:21,IP Address,77.75.244.140,100,1629,True,13/11/2021 23:21,R_2YP81MKXsRp4Id0,53.3381958,-6.259094238,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h1v1,6,medium,E,E,E,WHERE,16.47,15.53,14.58,1,72,E,WHERE_E_M,E_M,3,62.242,25,-8.53,32,-16.47,34,-19.42,Disagree,0,3,4,3,258,nf
13/11/2021 22:53,13/11/2021 23:21,IP Address,77.75.244.140,100,1629,True,13/11/2021 23:21,R_2YP81MKXsRp4Id0,53.3381958,-6.259094238,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h1v1,6,medium,M,M,M,WHERE,44.86,38.08,46.93,1,148,M,WHERE_M_M,M_M,3,100.001,39,5.86,35,3.08,21,25.93,Agree,1,2,3,2,259,nf
13/11/2021 22:53,13/11/2021 23:21,IP Address,77.75.244.140,100,1629,True,13/11/2021 23:21,R_2YP81MKXsRp4Id0,53.3381958,-6.259094238,anonymous,EN,12,suspension force,gps on,wiper on gte 1,h1v1,8,hard,H,M,H,WHERE,25.09,24.89,16.22,-1,241,H,WHERE_H_H,H_H,2,71.125,39,-13.91,49,-24.11,29,-12.78,Disagree,1,3,3,4,260,nf
13/11/2021 22:50,13/11/2021 23:26,IP Address,120.156.1.174,100,2173,True,13/11/2021 23:26,R_2fICnrFjPhPas4y,-33.87150574,151.200592,anonymous,EN,63,engine temperature,gps on,wiper on gte 1,h1v1,6,medium,E,E,M,WHAT_Qn,14.99,15.52,37.12,1,10,E,WHAT_Qn_E_M,E_M,4,168.59,50,-35.01,40,-24.48,40,-2.88,Agree,1,3,4,3,261,nf
13/11/2021 22:50,13/11/2021 23:26,IP Address,120.156.1.174,100,2173,True,13/11/2021 23:26,R_2fICnrFjPhPas4y,-33.87150574,151.200592,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h1v1,6,medium,M,M,M,WHAT_Qn,76.02,64.01,19.76,1,94,M,WHAT_Qn_M_M,M_M,5,161.198,60,16.02,75,-10.99,40,-20.24,Disagree,0,3,4,2,262,nf
13/11/2021 22:50,13/11/2021 23:26,IP Address,120.156.1.174,100,2173,True,13/11/2021 23:26,R_2fICnrFjPhPas4y,-33.87150574,151.200592,anonymous,EN,3,suspension force,radio on,wiper on gte 1,h1v1,3,easy,H,M,M,WHAT_Qn,49.77,43.31,37.23,-1,166,H,WHAT_Qn_H_E,H_E,5,154.005,25,24.77,40,3.31,18,19.23,Disagree,1,3,4,5,263,nf
13/11/2021 22:50,13/11/2021 23:26,IP Address,120.156.1.174,100,2173,True,13/11/2021 23:26,R_2fICnrFjPhPas4y,-33.87150574,151.200592,anonymous,EN,64,engine temperature,gps on,wiper on gte 1,h1v1,9,hard,E,E,H,WHAT_Ql,14.02,18.69,43.69,-1,47,E,WHAT_Ql_E_H,E_H,5,126.843,0,14.02,18,0.69,30,13.69,Neither agree nor disagree,0,5,5,1,264,nf
13/11/2021 22:50,13/11/2021 23:26,IP Address,120.156.1.174,100,2173,True,13/11/2021 23:26,R_2fICnrFjPhPas4y,-33.87150574,151.200592,anonymous,EN,3,suspension force,radio on,wiper on gte 1,h1v1,6,medium,H,M,M,WHAT_Ql,8.53,65.24,20.32,-1,124,M,WHAT_Ql_M_M,M_M,4,156.492,7,1.53,67,-1.76,14,6.32,Agree,0,2,4,1,265,nf
13/11/2021 22:50,13/11/2021 23:26,IP Address,120.156.1.174,100,2173,True,13/11/2021 23:26,R_2fICnrFjPhPas4y,-33.87150574,151.200592,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h1v1,3,easy,H,H,H,WHAT_Ql,7.08,21.24,27.68,-1,197,H,WHAT_Ql_H_E,H_E,4,153.043,50,-42.92,32,-10.76,50,-22.32,Disagree,1,2,1,4,266,nf
13/11/2021 22:50,13/11/2021 23:26,IP Address,120.156.1.174,100,2173,True,13/11/2021 23:26,R_2fICnrFjPhPas4y,-33.87150574,151.200592,anonymous,EN,69,engine temperature,radio on,wiper on gte 1,h1v1,3,easy,M,E,E,WHERE,13.52,16.02,15.96,1,57,E,WHERE_E_E,E_E,5,110.088,15,-1.48,10,6.02,10,5.96,Disagree,0,4,4,3,267,nf
13/11/2021 22:50,13/11/2021 23:26,IP Address,120.156.1.174,100,2173,True,13/11/2021 23:26,R_2fICnrFjPhPas4y,-33.87150574,151.200592,anonymous,EN,3,suspension force,radio on,wiper on gte 1,h1v1,3,easy,H,M,M,WHERE,22.35,38.25,18.2,1,142,M,WHERE_M_E,M_E,3,134.903,40,-17.65,3,35.25,20,-1.8,Agree,1,3,2,2,268,nf
13/11/2021 22:50,13/11/2021 23:26,IP Address,120.156.1.174,100,2173,True,13/11/2021 23:26,R_2fICnrFjPhPas4y,-33.87150574,151.200592,anonymous,EN,72,fuel consumption,gps on,wiper on gte 1,h1v1,9,hard,E,M,H,WHERE,38.9,39.08,47.49,1,235,H,WHERE_H_H,H_H,5,216.653,50,-11.1,30,9.08,10,37.49,Agree,1,4,4,4,269,nf
13/11/2021 22:46,13/11/2021 23:30,IP Address,99.255.244.181,100,2585,True,13/11/2021 23:30,R_2QFB6ExtRnCwVE0,42.85679626,-80.72940063,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h1v1,5,medium,E,H,E,WHAT_Qn,34.1,34.69,47.59,1,15,E,WHAT_Qn_E_M,E_M,3,112.848,30,4.1,40,-5.31,16,31.59,Neither agree nor disagree,0,2,1,3,270,nf
13/11/2021 22:46,13/11/2021 23:30,IP Address,99.255.244.181,100,2585,True,13/11/2021 23:30,R_2QFB6ExtRnCwVE0,42.85679626,-80.72940063,anonymous,EN,22,electricity consumption,radio on,wiper on gte 1,h1v1,6,medium,M,H,M,WHAT_Qn,78.09,77.48,32.25,1,97,M,WHAT_Qn_M_M,M_M,3,140.998,85,-6.91,80,-2.52,23,9.25,Neither agree nor disagree,0,2,3,2,271,nf
13/11/2021 22:46,13/11/2021 23:30,IP Address,99.255.244.181,100,2585,True,13/11/2021 23:30,R_2QFB6ExtRnCwVE0,42.85679626,-80.72940063,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h1v1,6,medium,H,H,H,WHAT_Qn,62.02,56.78,19.1,1,179,H,WHAT_Qn_H_M,H_M,3,188.926,60,2.02,64,-7.22,28,-8.9,Disagree,0,1,1,3,272,nf
13/11/2021 22:46,13/11/2021 23:30,IP Address,99.255.244.181,100,2585,True,13/11/2021 23:30,R_2QFB6ExtRnCwVE0,42.85679626,-80.72940063,anonymous,EN,63,engine temperature,gps on,wiper on gte 1,h1v1,6,medium,E,E,M,WHAT_Ql,14.89,84.16,14.89,1,37,E,WHAT_Ql_E_M,E_M,5,128.877,21,-6.11,85,-0.84,22,-7.11,Disagree,0,4,4,4,273,nf
13/11/2021 22:46,13/11/2021 23:30,IP Address,99.255.244.181,100,2585,True,13/11/2021 23:30,R_2QFB6ExtRnCwVE0,42.85679626,-80.72940063,anonymous,EN,68,fuel consumption,gps on,wiper on gte 1,h1v1,9,hard,E,M,E,WHAT_Ql,8.44,46.04,13.62,-1,135,M,WHAT_Ql_M_H,M_H,0,325.927,80,-71.56,43,3.04,30,-16.38,Disagree,1,0,4,3,274,nf
13/11/2021 22:46,13/11/2021 23:30,IP Address,99.255.244.181,100,2585,True,13/11/2021 23:30,R_2QFB6ExtRnCwVE0,42.85679626,-80.72940063,anonymous,EN,2,suspension force,wiper on,gps on gte 1,h1v1,3,easy,H,H,M,WHAT_Ql,12.87,28.33,36.81,-1,196,H,WHAT_Ql_H_E,H_E,2,162.519,20,-7.13,22,6.33,30,6.81,Agree,0,1,3,1,275,nf
13/11/2021 22:46,13/11/2021 23:30,IP Address,99.255.244.181,100,2585,True,13/11/2021 23:30,R_2QFB6ExtRnCwVE0,42.85679626,-80.72940063,anonymous,EN,68,fuel consumption,gps on,wiper on gte 1,h1v1,8,hard,E,M,E,WHERE,18.97,16.08,23.17,1,73,E,WHERE_E_H,E_H,2,105.354,5,13.97,5,11.08,30,-6.83,Disagree,0,2,2,4,276,nf
13/11/2021 22:46,13/11/2021 23:30,IP Address,99.255.244.181,100,2585,True,13/11/2021 23:30,R_2QFB6ExtRnCwVE0,42.85679626,-80.72940063,anonymous,EN,61,electricity consumption,gps on,wiper on gte 1,h1v1,5,medium,M,E,M,WHERE,37.37,35.19,18.15,-1,147,M,WHERE_M_M,M_M,1,339.429,5,32.37,35,0.19,22,-3.85,Disagree,1,1,1,2,277,nf
13/11/2021 22:46,13/11/2021 23:30,IP Address,99.255.244.181,100,2585,True,13/11/2021 23:30,R_2QFB6ExtRnCwVE0,42.85679626,-80.72940063,anonymous,EN,47,suspension force,wiper on,gps on gte 1,h1v1,3,easy,M,M,H,WHERE,52.18,31.26,6.35,1,220,H,WHERE_H_E,H_E,3,163.542,40,12.18,50,-18.74,43,-36.65,Disagree,0,0,0,4,278,nf
13/11/2021 22:55,13/11/2021 23:31,IP Address,203.211.105.155,100,2130,True,13/11/2021 23:31,R_3h5gYt9TlEv25LO,-36.8506012,174.7679138,anonymous,EN,68,fuel consumption,gps on,wiper on gte 1,h1v1,9,hard,E,M,E,WHAT_Qn,43.21,43.35,24.42,-1,21,E,WHAT_Qn_E_H,E_H,4,185.486,40,3.21,40,3.35,15,9.42,Neither agree nor disagree,0,4,4,4,279,nf
13/11/2021 22:55,13/11/2021 23:31,IP Address,203.211.105.155,100,2130,True,13/11/2021 23:31,R_3h5gYt9TlEv25LO,-36.8506012,174.7679138,anonymous,EN,31,electricity consumption,gps on,wiper on gte 1,h1v1,9,hard,M,H,E,WHAT_Qn,34.39,44.19,20.77,-1,105,M,WHAT_Qn_M_H,M_H,4,296.657,27,7.39,40,4.19,18,2.77,Disagree,1,3,3,4,280,nf
13/11/2021 22:55,13/11/2021 23:31,IP Address,203.211.105.155,100,2130,True,13/11/2021 23:31,R_3h5gYt9TlEv25LO,-36.8506012,174.7679138,anonymous,EN,6,suspension force,gps on,wiper on gte 1,h1v1,3,easy,H,E,H,WHAT_Qn,44.96,46.62,35.04,-1,164,H,WHAT_Qn_H_E,H_E,3,170.511,20,24.96,45,1.62,44,-8.96,Agree,0,4,3,4,281,nf
13/11/2021 22:55,13/11/2021 23:31,IP Address,203.211.105.155,100,2130,True,13/11/2021 23:31,R_3h5gYt9TlEv25LO,-36.8506012,174.7679138,anonymous,EN,41,engine temperature,radio on,wiper on gte 1,h1v1,6,medium,H,E,M,WHAT_Ql,1.15,3.7,23.84,1,43,E,WHAT_Ql_E_M,E_M,5,74.026,0,1.15,4,-0.3,30,-6.16,Neither agree nor disagree,0,5,4,5,282,nf
13/11/2021 22:55,13/11/2021 23:31,IP Address,203.211.105.155,100,2130,True,13/11/2021 23:31,R_3h5gYt9TlEv25LO,-36.8506012,174.7679138,anonymous,EN,72,fuel consumption,gps on,wiper on gte 1,h1v1,6,medium,E,M,H,WHAT_Ql,2.7,24.51,27.99,1,119,M,WHAT_Ql_M_M,M_M,4,95.145,9,-6.3,25,-0.49,19,8.99,Disagree,0,4,4,4,283,nf
13/11/2021 22:55,13/11/2021 23:31,IP Address,203.211.105.155,100,2130,True,13/11/2021 23:31,R_3h5gYt9TlEv25LO,-36.8506012,174.7679138,anonymous,EN,54,suspension force,radio on,wiper on gte 1,h1v1,3,easy,E,H,M,WHAT_Ql,9.35,33.47,53.63,1,190,H,WHAT_Ql_H_E,H_E,4,132.08,7,2.35,45,-11.53,42,11.63,Agree,1,4,3,5,284,nf
13/11/2021 22:55,13/11/2021 23:31,IP Address,203.211.105.155,100,2130,True,13/11/2021 23:31,R_3h5gYt9TlEv25LO,-36.8506012,174.7679138,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h1v1,9,hard,E,E,E,WHERE,16.3,15.53,21.88,1,81,E,WHERE_E_H,E_H,3,183.063,19,-2.7,23,-7.47,16,5.88,Disagree,0,3,3,4,285,nf
13/11/2021 22:55,13/11/2021 23:31,IP Address,203.211.105.155,100,2130,True,13/11/2021 23:31,R_3h5gYt9TlEv25LO,-36.8506012,174.7679138,anonymous,EN,61,electricity consumption,gps on,wiper on gte 1,h1v1,9,hard,M,E,M,WHERE,32.56,35.19,39.8,-1,156,M,WHERE_M_H,M_H,3,240.635,47,-14.44,53,-17.81,53,-13.2,Neither agree nor disagree,0,3,1,3,286,nf
13/11/2021 22:55,13/11/2021 23:31,IP Address,203.211.105.155,100,2130,True,13/11/2021 23:31,R_3h5gYt9TlEv25LO,-36.8506012,174.7679138,anonymous,EN,12,suspension force,gps on,wiper on gte 1,h1v1,5,medium,H,M,H,WHERE,22.9,24.89,34.76,1,232,H,WHERE_H_M,H_M,3,258.026,24,-1.1,35,-10.11,45,-10.24,Disagree,0,3,1,5,287,nf
13/11/2021 22:12,13/11/2021 23:31,IP Address,197.185.101.110,100,4763,True,13/11/2021 23:31,R_1EdlPjuGgYmaY7d,-26.38110352,27.83760071,anonymous,EN,64,engine temperature,gps on,wiper on gte 1,h1v1,6,medium,E,E,H,WHAT_Qn,25.9,24.93,41.69,-1,11,E,WHAT_Qn_E_M,E_M,2,126.43,24,1.9,26,-1.07,13,28.69,Agree,0,3,3,3,288,nf
13/11/2021 22:12,13/11/2021 23:31,IP Address,197.185.101.110,100,4763,True,13/11/2021 23:31,R_1EdlPjuGgYmaY7d,-26.38110352,27.83760071,anonymous,EN,22,electricity consumption,radio on,wiper on gte 1,h1v1,9,hard,M,H,M,WHAT_Qn,74.9,77.48,19.35,1,106,M,WHAT_Qn_M_H,M_H,4,494.13,72,2.9,80,-2.52,20,-0.65,Agree,1,4,4,3,289,nf
13/11/2021 22:12,13/11/2021 23:31,IP Address,197.185.101.110,100,4763,True,13/11/2021 23:31,R_1EdlPjuGgYmaY7d,-26.38110352,27.83760071,anonymous,EN,33,engine temperature,gps on,wiper on gte 1,h1v1,9,hard,H,H,E,WHAT_Qn,62.47,64.92,17.55,1,186,H,WHAT_Qn_H_H,H_H,2,158.08,60,2.47,70,-5.08,12,5.55,Agree,1,3,3,4,290,nf
13/11/2021 22:12,13/11/2021 23:31,IP Address,197.185.101.110,100,4763,True,13/11/2021 23:31,R_1EdlPjuGgYmaY7d,-26.38110352,27.83760071,anonymous,EN,69,engine temperature,radio on,wiper on gte 1,h1v1,3,easy,M,E,E,WHAT_Ql,13.16,15.02,41.56,-1,30,E,WHAT_Ql_E_E,E_E,4,255.378,37,-23.84,15,0.02,22,19.56,Agree,0,3,4,4,291,nf
13/11/2021 22:12,13/11/2021 23:31,IP Address,197.185.101.110,100,4763,True,13/11/2021 23:31,R_1EdlPjuGgYmaY7d,-26.38110352,27.83760071,anonymous,EN,14,engine temperature,gps on,wiper on gte 1,h1v1,3,easy,M,M,E,WHAT_Ql,15.76,80.91,18.87,1,111,M,WHAT_Ql_M_E,M_E,5,197.768,100,-84.24,84,-3.09,22,-3.13,Disagree,0,2,4,4,292,nf
13/11/2021 22:12,13/11/2021 23:31,IP Address,197.185.101.110,100,4763,True,13/11/2021 23:31,R_1EdlPjuGgYmaY7d,-26.38110352,27.83760071,anonymous,EN,20,electricity consumption,radio on,wiper on gte 1,h1v1,3,easy,M,H,H,WHAT_Ql,16.1,65.7,34.29,-1,194,H,WHAT_Ql_H_E,H_E,4,109.548,100,-83.9,52,13.7,50,-15.71,Disagree,1,3,4,4,293,nf
13/11/2021 22:12,13/11/2021 23:31,IP Address,197.185.101.110,100,4763,True,13/11/2021 23:31,R_1EdlPjuGgYmaY7d,-26.38110352,27.83760071,anonymous,EN,69,engine temperature,radio on,wiper on gte 1,h1v1,8,hard,M,E,E,WHERE,16.16,16.02,47.12,1,75,E,WHERE_E_H,E_H,2,224.357,6,10.16,5,11.02,25,22.12,Disagree,0,3,3,4,294,nf
13/11/2021 22:12,13/11/2021 23:31,IP Address,197.185.101.110,100,4763,True,13/11/2021 23:31,R_1EdlPjuGgYmaY7d,-26.38110352,27.83760071,anonymous,EN,41,engine temperature,radio on,wiper on gte 1,h1v1,8,hard,H,E,M,WHERE,31.72,27.83,50.89,1,159,M,WHERE_M_H,M_H,2,266.038,3,28.72,3,24.83,36,14.89,Neither agree nor disagree,0,3,3,4,295,nf
13/11/2021 22:12,13/11/2021 23:31,IP Address,197.185.101.110,100,4763,True,13/11/2021 23:31,R_1EdlPjuGgYmaY7d,-26.38110352,27.83760071,anonymous,EN,6,suspension force,gps on,wiper on gte 1,h1v1,6,medium,H,E,H,WHERE,37.33,37.7,28.57,-1,231,H,WHERE_H_M,H_M,2,324.05,50,-12.67,45,-7.3,30,-1.43,Disagree,1,2,2,4,296,nf
13/11/2021 23:16,13/11/2021 23:31,IP Address,24.87.157.37,100,912,True,13/11/2021 23:31,R_sySjrd9Flg3pp7P,49.36560059,-122.9972992,anonymous,EN,34,suspension force,gps on,wiper on gte 1,h1v1,6,medium,E,H,H,WHAT_Qn,28.04,27.34,10.83,1,17,E,WHAT_Qn_E_M,E_M,2,90.756,28,0.04,34,-6.66,13,-2.17,Neither agree nor disagree,0,2,2,2,297,nf
13/11/2021 23:16,13/11/2021 23:31,IP Address,24.87.157.37,100,912,True,13/11/2021 23:31,R_sySjrd9Flg3pp7P,49.36560059,-122.9972992,anonymous,EN,14,engine temperature,gps on,wiper on gte 1,h1v1,3,easy,M,M,E,WHAT_Qn,16.87,23.96,51.2,-1,84,M,WHAT_Qn_M_E,M_E,3,48.577,26,-9.13,35,-11.04,13,38.2,Neither agree nor disagree,0,3,3,3,298,nf
13/11/2021 23:16,13/11/2021 23:31,IP Address,24.87.157.37,100,912,True,13/11/2021 23:31,R_sySjrd9Flg3pp7P,49.36560059,-122.9972992,anonymous,EN,2,suspension force,wiper on,gps on gte 1,h1v1,3,easy,H,H,M,WHAT_Qn,42.35,27.05,18.42,-1,169,H,WHAT_Qn_H_E,H_E,2,60.499,37,5.35,31,-3.95,48,-29.58,Disagree,1,2,2,2,299,nf
13/11/2021 23:16,13/11/2021 23:31,IP Address,24.87.157.37,100,912,True,13/11/2021 23:31,R_sySjrd9Flg3pp7P,49.36560059,-122.9972992,anonymous,EN,64,engine temperature,gps on,wiper on gte 1,h1v1,5,medium,E,E,H,WHAT_Ql,0,18.69,11.78,1,38,E,WHAT_Ql_E_M,E_M,3,90.808,5,-5,18,0.69,28,-16.22,Neither agree nor disagree,0,4,4,3,300,nf
